split,city,sample_id,view_index,condition,level,snr_db,objects
train,bremen,bremen_000202_000019,2,SevereJPEG,40.0,27.85285656174605,21
train,bremen,bremen_000202_000019,3,SevereJPEG,20.0,25.27664793915697,21
train,bremen,bremen_000203_000019,0,Clean,,,15
train,bremen,bremen_000203_000019,1,SevereJPEG,5.0,16.059836452473945,15
train,bremen,bremen_000203_000019,2,GaussNoise,5.0,23.054012243095386,15
train,bremen,bremen_000203_000019,3,GaussNoise,10.0,17.08266476464679,15
train,bremen,bremen_000204_000019,0,Clean,,,13
train,bremen,bremen_000204_000019,1,GaussNoise,20.0,12.46049975764495,13
train,bremen,bremen_000204_000019,2,GaussNoise,35.0,7.9443994087266745,13
train,bremen,bremen_000204_000019,3,GaussNoise,50.0,5.272776431550605,13
train,bremen,bremen_000205_000019,0,Clean,,,20
train,bremen,bremen_000205_000019,1,LowLight,0.8,13.811051195436239,20
train,bremen,bremen_000205_000019,2,LowLight,0.6,7.875110261736956,20
train,bremen,bremen_000205_000019,3,LowLight,0.4,4.380769850246611,20
train,bremen,bremen_000206_000019,0,Clean,,,15
train,bremen,bremen_000206_000019,1,LowLight,0.25,2.4548802569098744,15
train,bremen,bremen_000206_000019,2,LowLight,0.1,0.8741418881135659,15
train,bremen,bremen_000206_000019,3,MotionBlur,3.0,35.75025879744712,15
train,bremen,bremen_000207_000019,0,Clean,,,14
train,bremen,bremen_000207_000019,1,MotionBlur,5.0,29.166025795869146,14
train,bremen,bremen_000207_000019,2,MotionBlur,9.0,25.271292044921537,14
train,bremen,bremen_000207_000019,3,MotionBlur,15.0,21.740911083107584,14
train,bremen,bremen_000208_000019,0,Clean,,,17
train,bremen,bremen_000208_000019,1,MotionBlur,25.0,18.928548734215507,17
train,bremen,bremen_000208_000019,2,SevereJPEG,80.0,32.20544560312884,17
train,bremen,bremen_000208_000019,3,SevereJPEG,60.0,30.318860560350203,17
train,bremen,bremen_000209_000019,0,Clean,,,21
train,bremen,bremen_000209_000019,1,SevereJPEG,40.0,26.37587964818033,21
train,bremen,bremen_000209_000019,2,SevereJPEG,20.0,23.954060540590692,21
train,bremen,bremen_000209_000019,3,SevereJPEG,5.0,16.90373772342069,21
train,bremen,bremen_000210_000019,0,Clean,,,20
train,bremen,bremen_000210_000019,1,GaussNoise,5.0,25.06877590521124,20
train,bremen,bremen_000210_000019,2,GaussNoise,10.0,19.10150222753678,20
train,bremen,bremen_000210_000019,3,GaussNoise,20.0,13.195873120088228,20
train,bremen,bremen_000211_000019,0,Clean,,,16
train,bremen,bremen_000211_000019,1,GaussNoise,35.0,6.658834512100733,16
train,bremen,bremen_000211_000019,2,GaussNoise,50.0,3.9991074810102734,16
train,bremen,bremen_000211_000019,3,LowLight,0.8,13.755707428305428,16
train,bremen,bremen_000212_000019,0,Clean,,,15
train,bremen,bremen_000212_000019,1,LowLight,0.6,7.868213865273984,15
train,bremen,bremen_000212_000019,2,LowLight,0.4,4.376348294814713,15
train,bremen,bremen_000212_000019,3,LowLight,0.25,2.4487481449130506,15
train,bremen,bremen_000213_000019,0,Clean,,,14
train,bremen,bremen_000213_000019,1,LowLight,0.1,0.8621421318979743,14
train,bremen,bremen_000213_000019,2,MotionBlur,3.0,30.85343483502207,14
train,bremen,bremen_000213_000019,3,MotionBlur,5.0,24.714242335733836,14
train,bremen,bremen_000214_000019,0,Clean,,,14
train,bremen,bremen_000214_000019,1,MotionBlur,9.0,23.477123250547717,14
train,bremen,bremen_000214_000019,2,MotionBlur,15.0,20.129376880578608,14
train,bremen,bremen_000214_000019,3,MotionBlur,25.0,17.706185799528058,14
train,bremen,bremen_000215_000019,0,Clean,,,17
train,bremen,bremen_000215_000019,1,SevereJPEG,80.0,29.820944439281373,17
train,bremen,bremen_000215_000019,2,SevereJPEG,60.0,27.995285655989672,17
train,bremen,bremen_000215_000019,3,SevereJPEG,40.0,26.741197451200197,17
train,bremen,bremen_000216_000019,0,Clean,,,24
train,bremen,bremen_000216_000019,1,SevereJPEG,20.0,25.76710458790707,24
train,bremen,bremen_000216_000019,2,SevereJPEG,5.0,18.17468912787899,24
train,bremen,bremen_000216_000019,3,GaussNoise,5.0,24.381304373890906,24
train,bremen,bremen_000217_000019,0,Clean,,,22
train,bremen,bremen_000217_000019,1,GaussNoise,10.0,18.19089890479804,22
train,bremen,bremen_000217_000019,2,GaussNoise,20.0,12.366337298538788,22
train,bremen,bremen_000217_000019,3,GaussNoise,35.0,7.946973745683559,22
train,bremen,bremen_000218_000019,0,Clean,,,22
train,bremen,bremen_000218_000019,1,GaussNoise,50.0,5.7360100335479824,22
train,bremen,bremen_000218_000019,2,LowLight,0.8,13.817270677837826,22
train,bremen,bremen_000218_000019,3,LowLight,0.6,7.878431932457966,22
train,bremen,bremen_000219_000019,0,Clean,,,25
train,bremen,bremen_000219_000019,1,LowLight,0.4,4.3867358778105645,25
train,bremen,bremen_000219_000019,2,LowLight,0.25,2.455452523330548,25
train,bremen,bremen_000219_000019,3,LowLight,0.1,0.8746314229619974,25
train,bremen,bremen_000220_000019,0,Clean,,,19
train,bremen,bremen_000220_000019,1,MotionBlur,3.0,35.68061413067837,19
train,bremen,bremen_000220_000019,2,MotionBlur,5.0,28.340191488370866,19
train,bremen,bremen_000220_000019,3,MotionBlur,9.0,24.908061293881403,19
train,bremen,bremen_000221_000019,0,Clean,,,35
train,bremen,bremen_000221_000019,1,MotionBlur,15.0,22.49256767331749,35
train,bremen,bremen_000221_000019,2,MotionBlur,25.0,19.80893014716773,35
train,bremen,bremen_000221_000019,3,SevereJPEG,80.0,32.66201792477492,35
train,bremen,bremen_000222_000019,0,Clean,,,26
train,bremen,bremen_000222_000019,1,SevereJPEG,60.0,30.151285882949704,26
train,bremen,bremen_000222_000019,2,SevereJPEG,40.0,28.87428149910926,26
train,bremen,bremen_000222_000019,3,SevereJPEG,20.0,25.859365907363063,26
train,bremen,bremen_000223_000019,0,Clean,,,20
train,bremen,bremen_000223_000019,1,SevereJPEG,5.0,18.946573914676968,20
train,bremen,bremen_000223_000019,2,GaussNoise,5.0,24.971681562524193,20
train,bremen,bremen_000223_000019,3,GaussNoise,10.0,19.031607386264213,20
train,bremen,bremen_000224_000019,0,Clean,,,26
train,bremen,bremen_000224_000019,1,GaussNoise,20.0,13.381466049431719,26
train,bremen,bremen_000224_000019,2,GaussNoise,35.0,8.941638494291295,26
train,bremen,bremen_000224_000019,3,GaussNoise,50.0,6.31098360982326,26
train,bremen,bremen_000225_000019,0,Clean,,,16
train,bremen,bremen_000225_000019,1,LowLight,0.8,13.817938272238004,16
train,bremen,bremen_000225_000019,2,LowLight,0.6,7.878597179884734,16
train,bremen,bremen_000225_000019,3,LowLight,0.4,4.383191758627266,16
train,bremen,bremen_000226_000019,0,Clean,,,12
train,bremen,bremen_000226_000019,1,LowLight,0.25,2.441130715335714,12
train,bremen,bremen_000226_000019,2,LowLight,0.1,0.857055514323647,12
train,bremen,bremen_000226_000019,3,MotionBlur,3.0,33.41002581902431,12
train,bremen,bremen_000227_000019,0,Clean,,,16
train,bremen,bremen_000227_000019,1,MotionBlur,5.0,28.002908595486993,16
train,bremen,bremen_000227_000019,2,MotionBlur,9.0,24.682396315731836,16
train,bremen,bremen_000227_000019,3,MotionBlur,15.0,21.206953711375263,16
train,bremen,bremen_000228_000019,0,Clean,,,13
train,bremen,bremen_000228_000019,1,MotionBlur,25.0,17.825696391377793,13
train,bremen,bremen_000228_000019,2,SevereJPEG,80.0,31.231763110711857,13
train,bremen,bremen_000228_000019,3,SevereJPEG,60.0,29.33767747362772,13
train,bremen,bremen_000229_000019,0,Clean,,,17
train,bremen,bremen_000229_000019,1,SevereJPEG,40.0,27.999159343376625,17
train,bremen,bremen_000229_000019,2,SevereJPEG,20.0,25.224894512664008,17
train,bremen,bremen_000229_000019,3,SevereJPEG,5.0,17.86778303334749,17
train,bremen,bremen_000230_000019,0,Clean,,,3
train,bremen,bremen_000230_000019,1,GaussNoise,5.0,24.749715833020144,3
train,bremen,bremen_000230_000019,2,GaussNoise,10.0,18.789102185041784,3
train,bremen,bremen_000230_000019,3,GaussNoise,20.0,12.899473864319697,3
train,bremen,bremen_000231_000019,0,Clean,,,9
train,bremen,bremen_000231_000019,1,GaussNoise,35.0,8.36132389210055,9
train,bremen,bremen_000231_000019,2,GaussNoise,50.0,5.7355370608625815,9
train,bremen,bremen_000231_000019,3,LowLight,0.8,13.807303184808744,9
train,bremen,bremen_000232_000019,0,Clean,,,8
train,bremen,bremen_000232_000019,1,LowLight,0.6,7.881351848498887,8
train,bremen,bremen_000232_000019,2,LowLight,0.4,4.385149628521964,8
train,bremen,bremen_000232_000019,3,LowLight,0.25,2.4591788155114926,8
train,bremen,bremen_000233_000019,0,Clean,,,9
train,bremen,bremen_000233_000019,1,LowLight,0.1,0.8725301451676831,9
train,bremen,bremen_000233_000019,2,MotionBlur,3.0,36.217324484713565,9
train,bremen,bremen_000233_000019,3,MotionBlur,5.0,29.86391974015241,9
train,bremen,bremen_000234_000019,0,Clean,,,18
train,bremen,bremen_000234_000019,1,MotionBlur,9.0,27.43512183978322,18
train,bremen,bremen_000234_000019,2,MotionBlur,15.0,24.200701642364333,18
train,bremen,bremen_000234_000019,3,MotionBlur,25.0,21.566460138127415,18
train,bremen,bremen_000235_000019,0,Clean,,,9
train,bremen,bremen_000235_000019,1,SevereJPEG,80.0,30.821628651883373,9
train,bremen,bremen_000235_000019,2,SevereJPEG,60.0,29.087394498272673,9
train,bremen,bremen_000235_000019,3,SevereJPEG,40.0,27.874689683341103,9
train,bremen,bremen_000236_000019,0,Clean,,,8
train,bremen,bremen_000236_000019,1,SevereJPEG,20.0,26.5843482985267,8
train,bremen,bremen_000236_000019,2,SevereJPEG,5.0,19.194604263360915,8
train,bremen,bremen_000236_000019,3,GaussNoise,5.0,25.553362242633426,8
train,bremen,bremen_000237_000019,0,Clean,,,17
train,bremen,bremen_000237_000019,1,GaussNoise,10.0,18.737487391394847,17
train,bremen,bremen_000237_000019,2,GaussNoise,20.0,12.902638113780146,17
train,bremen,bremen_000237_000019,3,GaussNoise,35.0,8.466779714843009,17
train,bremen,bremen_000238_000019,0,Clean,,,12
train,bremen,bremen_000238_000019,1,GaussNoise,50.0,6.13043415268481,12
train,bremen,bremen_000238_000019,2,LowLight,0.8,13.815726491293299,12
train,bremen,bremen_000238_000019,3,LowLight,0.6,7.877778119575184,12
train,bremen,bremen_000239_000019,0,Clean,,,5
train,bremen,bremen_000239_000019,1,LowLight,0.4,4.383397383046646,5
train,bremen,bremen_000239_000019,2,LowLight,0.25,2.4586581328397816,5
train,bremen,bremen_000239_000019,3,LowLight,0.1,0.8750865864691725,5
train,bremen,bremen_000240_000019,0,Clean,,,16
train,bremen,bremen_000240_000019,1,MotionBlur,3.0,37.6421387784984,16
train,bremen,bremen_000240_000019,2,MotionBlur,5.0,30.530758712965465,16
train,bremen,bremen_000240_000019,3,MotionBlur,9.0,26.82082475591692,16
train,bremen,bremen_000241_000019,0,Clean,,,17
train,bremen,bremen_000241_000019,1,MotionBlur,15.0,21.78765922277647,17
train,bremen,bremen_000241_000019,2,MotionBlur,25.0,19.32170502286523,17
train,bremen,bremen_000241_000019,3,SevereJPEG,80.0,31.912078161070774,17
train,bremen,bremen_000242_000019,0,Clean,,,9
train,bremen,bremen_000242_000019,1,SevereJPEG,60.0,29.646060130135965,9
train,bremen,bremen_000242_000019,2,SevereJPEG,40.0,28.499656454948163,9
train,bremen,bremen_000242_000019,3,SevereJPEG,20.0,25.86451321894385,9
train,bremen,bremen_000243_000019,0,Clean,,,12
train,bremen,bremen_000243_000019,1,SevereJPEG,5.0,17.940610849497872,12
train,bremen,bremen_000243_000019,2,GaussNoise,5.0,24.30887707458487,12
train,bremen,bremen_000243_000019,3,GaussNoise,10.0,18.340469580481095,12
train,bremen,bremen_000244_000019,0,Clean,,,6
train,bremen,bremen_000244_000019,1,GaussNoise,20.0,12.319912253422338,6
train,bremen,bremen_000244_000019,2,GaussNoise,35.0,7.845624315151419,6
train,bremen,bremen_000244_000019,3,GaussNoise,50.0,5.2185429739841425,6
train,bremen,bremen_000245_000019,0,Clean,,,11
train,bremen,bremen_000245_000019,1,LowLight,0.8,13.80181397418248,11
train,bremen,bremen_000245_000019,2,LowLight,0.6,7.87081800129235,11
train,bremen,bremen_000245_000019,3,LowLight,0.4,4.377764509323702,11
train,bremen,bremen_000246_000019,0,Clean,,,19
train,bremen,bremen_000246_000019,1,LowLight,0.25,2.4553415575265474,19
train,bremen,bremen_000246_000019,2,LowLight,0.1,0.8720264487296615,19
train,bremen,bremen_000246_000019,3,MotionBlur,3.0,34.68055566248267,19
train,bremen,bremen_000247_000019,0,Clean,,,18
train,bremen,bremen_000247_000019,1,MotionBlur,5.0,28.630984598574774,18
train,bremen,bremen_000247_000019,2,MotionBlur,9.0,24.804000742102957,18
train,bremen,bremen_000247_000019,3,MotionBlur,15.0,21.32487631221233,18
train,bremen,bremen_000248_000019,0,Clean,,,25
train,bremen,bremen_000248_000019,1,MotionBlur,25.0,18.082042482219048,25
train,bremen,bremen_000248_000019,2,SevereJPEG,80.0,31.75826097879394,25
train,bremen,bremen_000248_000019,3,SevereJPEG,60.0,29.852276646728026,25
train,bremen,bremen_000249_000019,0,Clean,,,33
train,bremen,bremen_000249_000019,1,SevereJPEG,40.0,29.400359619197282,33
train,bremen,bremen_000249_000019,2,SevereJPEG,20.0,26.590083840086642,33
train,bremen,bremen_000249_000019,3,SevereJPEG,5.0,18.50226252268396,33
train,bremen,bremen_000250_000019,0,Clean,,,26
train,bremen,bremen_000250_000019,1,GaussNoise,5.0,24.71378191931254,26
train,bremen,bremen_000250_000019,2,GaussNoise,10.0,18.750478393489306,26
train,bremen,bremen_000250_000019,3,GaussNoise,20.0,12.858369772506386,26
train,bremen,bremen_000251_000019,0,Clean,,,8
train,bremen,bremen_000251_000019,1,GaussNoise,35.0,7.668125269461293,8
train,bremen,bremen_000251_000019,2,GaussNoise,50.0,5.010929876628371,8
train,bremen,bremen_000251_000019,3,LowLight,0.8,13.787592753765235,8
train,bremen,bremen_000252_000019,0,Clean,,,22
train,bremen,bremen_000252_000019,1,LowLight,0.6,7.865287823565116,22
train,bremen,bremen_000252_000019,2,LowLight,0.4,4.374273330266188,22
train,bremen,bremen_000252_000019,3,LowLight,0.25,2.4514614272312105,22
train,bremen,bremen_000253_000019,0,Clean,,,15
train,bremen,bremen_000253_000019,1,LowLight,0.1,0.8754738706324754,15
train,bremen,bremen_000253_000019,2,MotionBlur,3.0,36.4781835274241,15
train,bremen,bremen_000253_000019,3,MotionBlur,5.0,29.351153401731146,15
train,bremen,bremen_000254_000019,0,Clean,,,27
train,bremen,bremen_000254_000019,1,MotionBlur,9.0,23.458729999643797,27
train,bremen,bremen_000254_000019,2,MotionBlur,15.0,20.169266720587732,27
train,bremen,bremen_000254_000019,3,MotionBlur,25.0,17.617324494511976,27
train,bremen,bremen_000255_000019,0,Clean,,,25
train,bremen,bremen_000255_000019,1,SevereJPEG,80.0,33.79133118133814,25
train,bremen,bremen_000255_000019,2,SevereJPEG,60.0,32.00564237213831,25
train,bremen,bremen_000255_000019,3,SevereJPEG,40.0,30.764723385568896,25
train,bremen,bremen_000256_000019,0,Clean,,,21
train,bremen,bremen_000256_000019,1,SevereJPEG,20.0,25.090348909543504,21
train,bremen,bremen_000256_000019,2,SevereJPEG,5.0,17.634928815425518,21
train,bremen,bremen_000256_000019,3,GaussNoise,5.0,24.178979694808152,21
train,bremen,bremen_000257_000019,0,Clean,,,30
train,bremen,bremen_000257_000019,1,GaussNoise,10.0,17.647430415763157,30
train,bremen,bremen_000257_000019,2,GaussNoise,20.0,11.724796854344879,30
train,bremen,bremen_000257_000019,3,GaussNoise,35.0,7.173245235612975,30
train,bremen,bremen_000258_000019,0,Clean,,,28
train,bremen,bremen_000258_000019,1,GaussNoise,50.0,5.130398314698242,28
train,bremen,bremen_000258_000019,2,LowLight,0.8,13.791671199334477,28
train,bremen,bremen_000258_000019,3,LowLight,0.6,7.86522953364984,28
train,bremen,bremen_000259_000019,0,Clean,,,10
train,bremen,bremen_000259_000019,1,LowLight,0.4,4.373586383277263,10
train,bremen,bremen_000259_000019,2,LowLight,0.25,2.451480233079264,10
train,bremen,bremen_000259_000019,3,LowLight,0.1,0.8672460701000992,10
train,bremen,bremen_000260_000019,0,Clean,,,19
train,bremen,bremen_000260_000019,1,MotionBlur,3.0,34.16489065853638,19
train,bremen,bremen_000260_000019,2,MotionBlur,5.0,27.39625897737435,19
train,bremen,bremen_000260_000019,3,MotionBlur,9.0,23.795846809023526,19
train,bremen,bremen_000261_000019,0,Clean,,,13
train,bremen,bremen_000261_000019,1,MotionBlur,15.0,21.258036154343657,13
train,bremen,bremen_000261_000019,2,MotionBlur,25.0,18.642862965819084,13
train,bremen,bremen_000261_000019,3,SevereJPEG,80.0,31.492885433290123,13
train,bremen,bremen_000262_000019,0,Clean,,,12
train,bremen,bremen_000262_000019,1,SevereJPEG,60.0,30.00004274392022,12
train,bremen,bremen_000262_000019,2,SevereJPEG,40.0,28.729332298545643,12
train,bremen,bremen_000262_000019,3,SevereJPEG,20.0,25.63873119124186,12
train,bremen,bremen_000263_000019,0,Clean,,,11
train,bremen,bremen_000263_000019,1,SevereJPEG,5.0,18.499174351349687,11
train,bremen,bremen_000263_000019,2,GaussNoise,5.0,24.778761942139866,11
train,bremen,bremen_000263_000019,3,GaussNoise,10.0,18.8394336022871,11
train,bremen,bremen_000264_000019,0,Clean,,,18
train,bremen,bremen_000264_000019,1,GaussNoise,20.0,12.504441872181953,18
train,bremen,bremen_000264_000019,2,GaussNoise,35.0,8.047088841738365,18
train,bremen,bremen_000264_000019,3,GaussNoise,50.0,5.425585488402288,18
train,bremen,bremen_000265_000019,0,Clean,,,22
train,bremen,bremen_000265_000019,1,LowLight,0.8,13.812110001138624,22
train,bremen,bremen_000265_000019,2,LowLight,0.6,7.875233537409553,22
train,bremen,bremen_000265_000019,3,LowLight,0.4,4.381102616134285,22
train,bremen,bremen_000266_000019,0,Clean,,,13
train,bremen,bremen_000266_000019,1,LowLight,0.25,2.4529645806481994,13
train,bremen,bremen_000266_000019,2,LowLight,0.1,0.8693970681720222,13
train,bremen,bremen_000266_000019,3,MotionBlur,3.0,35.87665014300777,13
train,bremen,bremen_000267_000019,0,Clean,,,4
train,bremen,bremen_000267_000019,1,MotionBlur,5.0,28.8514953042391,4
train,bremen,bremen_000267_000019,2,MotionBlur,9.0,25.5243766691203,4
train,bremen,bremen_000267_000019,3,MotionBlur,15.0,22.041020687418396,4
train,bremen,bremen_000268_000019,0,Clean,,,18
train,bremen,bremen_000268_000019,1,MotionBlur,25.0,17.44156868006624,18
train,bremen,bremen_000268_000019,2,SevereJPEG,80.0,30.67292799619951,18
train,bremen,bremen_000268_000019,3,SevereJPEG,60.0,28.975675561657575,18
train,bremen,bremen_000269_000019,0,Clean,,,20
train,bremen,bremen_000269_000019,1,SevereJPEG,40.0,29.251095573496464,20
train,bremen,bremen_000269_000019,2,SevereJPEG,20.0,26.142316472755592,20
train,bremen,bremen_000269_000019,3,SevereJPEG,5.0,18.231401240129696,20
train,bremen,bremen_000270_000019,0,Clean,,,11
train,bremen,bremen_000270_000019,1,GaussNoise,5.0,25.29605634191503,11
train,bremen,bremen_000270_000019,2,GaussNoise,10.0,19.3645251286554,11
train,bremen,bremen_000270_000019,3,GaussNoise,20.0,13.606473544851905,11
train,bremen,bremen_000271_000019,0,Clean,,,5
train,bremen,bremen_000271_000019,1,GaussNoise,35.0,9.29905535748457,5
train,bremen,bremen_000271_000019,2,GaussNoise,50.0,6.673601915490308,5
train,bremen,bremen_000271_000019,3,LowLight,0.8,13.830929990196239,5
train,bremen,bremen_000272_000019,0,Clean,,,2
train,bremen,bremen_000272_000019,1,LowLight,0.6,7.877436972499812,2
train,bremen,bremen_000272_000019,2,LowLight,0.4,4.382585630133063,2
train,bremen,bremen_000272_000019,3,LowLight,0.25,2.4581617837193623,2
train,bremen,bremen_000273_000019,0,Clean,,,14
train,bremen,bremen_000273_000019,1,LowLight,0.1,0.8738264102761926,14
train,bremen,bremen_000273_000019,2,MotionBlur,3.0,38.63747324200279,14
train,bremen,bremen_000273_000019,3,MotionBlur,5.0,30.83786248387502,14
train,bremen,bremen_000274_000019,0,Clean,,,23
train,bremen,bremen_000274_000019,1,MotionBlur,9.0,25.607004047569838,23
train,bremen,bremen_000274_000019,2,MotionBlur,15.0,21.698651151921545,23
train,bremen,bremen_000274_000019,3,MotionBlur,25.0,18.876329750031154,23
train,bremen,bremen_000275_000019,0,Clean,,,20
train,bremen,bremen_000275_000019,1,SevereJPEG,80.0,29.73551252314834,20
train,bremen,bremen_000275_000019,2,SevereJPEG,60.0,27.940576742713887,20
train,bremen,bremen_000275_000019,3,SevereJPEG,40.0,26.740061832744452,20
train,bremen,bremen_000276_000019,0,Clean,,,22
train,bremen,bremen_000276_000019,1,SevereJPEG,20.0,23.995237673648933,22
train,bremen,bremen_000276_000019,2,SevereJPEG,5.0,16.572852037743985,22
train,bremen,bremen_000276_000019,3,GaussNoise,5.0,23.543042200877874,22
train,bremen,bremen_000277_000019,0,Clean,,,8
train,bremen,bremen_000277_000019,1,GaussNoise,10.0,18.707619328231818,8
train,bremen,bremen_000277_000019,2,GaussNoise,20.0,12.868687369784498,8
train,bremen,bremen_000277_000019,3,GaussNoise,35.0,8.455531328530304,8
train,bremen,bremen_000278_000019,0,Clean,,,18
train,bremen,bremen_000278_000019,1,GaussNoise,50.0,5.023536824307552,18
train,bremen,bremen_000278_000019,2,LowLight,0.8,13.792645680489565,18
train,bremen,bremen_000278_000019,3,LowLight,0.6,7.865653142745314,18
train,bremen,bremen_000279_000019,0,Clean,,,22
train,bremen,bremen_000279_000019,1,LowLight,0.4,4.377037467652705,22
train,bremen,bremen_000279_000019,2,LowLight,0.25,2.451348404445806,22
train,bremen,bremen_000279_000019,3,LowLight,0.1,0.8692606710188235,22
train,bremen,bremen_000280_000019,0,Clean,,,7
train,bremen,bremen_000280_000019,1,MotionBlur,3.0,34.00207512767367,7
train,bremen,bremen_000280_000019,2,MotionBlur,5.0,27.873753895241574,7
train,bremen,bremen_000280_000019,3,MotionBlur,9.0,24.640083977251336,7
train,bremen,bremen_000281_000019,0,Clean,,,8
train,bremen,bremen_000281_000019,1,MotionBlur,15.0,22.424440893869036,8
train,bremen,bremen_000281_000019,2,MotionBlur,25.0,20.27748846945905,8
train,bremen,bremen_000281_000019,3,SevereJPEG,80.0,31.86907350158978,8
train,bremen,bremen_000282_000019,0,Clean,,,12
train,bremen,bremen_000282_000019,1,SevereJPEG,60.0,28.69393891828176,12
train,bremen,bremen_000282_000019,2,SevereJPEG,40.0,27.526231460900327,12
train,bremen,bremen_000282_000019,3,SevereJPEG,20.0,24.96972929047999,12
train,bremen,bremen_000283_000019,0,Clean,,,12
train,bremen,bremen_000283_000019,1,SevereJPEG,5.0,17.20665859088531,12
train,bremen,bremen_000283_000019,2,GaussNoise,5.0,24.31076294569124,12
train,bremen,bremen_000283_000019,3,GaussNoise,10.0,18.336559629473506,12
train,bremen,bremen_000284_000019,0,Clean,,,8
train,bremen,bremen_000284_000019,1,GaussNoise,20.0,11.718005644456772,8
train,bremen,bremen_000284_000019,2,GaussNoise,35.0,7.217186871071307,8
train,bremen,bremen_000284_000019,3,GaussNoise,50.0,4.531434414918131,8
train,bremen,bremen_000285_000019,0,Clean,,,17
train,bremen,bremen_000285_000019,1,LowLight,0.8,13.739991928555146,17
train,bremen,bremen_000285_000019,2,LowLight,0.6,7.83912467963045,17
train,bremen,bremen_000285_000019,3,LowLight,0.4,4.356777810081689,17
train,bremen,bremen_000286_000019,0,Clean,,,22
train,bremen,bremen_000286_000019,1,LowLight,0.25,2.4556147848556154,22
train,bremen,bremen_000286_000019,2,LowLight,0.1,0.878871375452666,22
train,bremen,bremen_000286_000019,3,MotionBlur,3.0,34.6484806707968,22
train,bremen,bremen_000287_000019,0,Clean,,,20
train,bremen,bremen_000287_000019,1,MotionBlur,5.0,29.52490060937937,20
train,bremen,bremen_000287_000019,2,MotionBlur,9.0,26.125495756107128,20
train,bremen,bremen_000287_000019,3,MotionBlur,15.0,23.002546458153745,20
train,bremen,bremen_000288_000019,0,Clean,,,23
train,bremen,bremen_000288_000019,1,MotionBlur,25.0,19.857276075586753,23
train,bremen,bremen_000288_000019,2,SevereJPEG,80.0,31.874291182180407,23
train,bremen,bremen_000288_000019,3,SevereJPEG,60.0,30.02340242392365,23
train,bremen,bremen_000289_000019,0,Clean,,,11
train,bremen,bremen_000289_000019,1,SevereJPEG,40.0,27.026393440795996,11
train,bremen,bremen_000289_000019,2,SevereJPEG,20.0,24.345871011777653,11
train,bremen,bremen_000289_000019,3,SevereJPEG,5.0,17.538253269690816,11
train,bremen,bremen_000290_000019,0,Clean,,,6
train,bremen,bremen_000290_000019,1,GaussNoise,5.0,25.363043226315686,6
train,bremen,bremen_000290_000019,2,GaussNoise,10.0,19.41505453086602,6
train,bremen,bremen_000290_000019,3,GaussNoise,20.0,13.599258942769541,6
train,bremen,bremen_000291_000019,0,Clean,,,10
train,bremen,bremen_000291_000019,1,GaussNoise,35.0,7.7715118965273,10
train,bremen,bremen_000291_000019,2,GaussNoise,50.0,5.101482977636104,10
train,bremen,bremen_000291_000019,3,LowLight,0.8,13.797012584548769,10
train,bremen,bremen_000292_000019,0,Clean,,,12
train,bremen,bremen_000292_000019,1,LowLight,0.6,7.869993177314369,12
train,bremen,bremen_000292_000019,2,LowLight,0.4,4.377520998933557,12
train,bremen,bremen_000292_000019,3,LowLight,0.25,2.4544331312877903,12
train,bremen,bremen_000293_000019,0,Clean,,,12
train,bremen,bremen_000293_000019,1,LowLight,0.1,0.8768782408407125,12
train,bremen,bremen_000293_000019,2,MotionBlur,3.0,36.111689352151146,12
train,bremen,bremen_000293_000019,3,MotionBlur,5.0,29.675234913768172,12
train,bremen,bremen_000294_000019,0,Clean,,,8
train,bremen,bremen_000294_000019,1,MotionBlur,9.0,23.763937162873233,8
train,bremen,bremen_000294_000019,2,MotionBlur,15.0,20.90676508033249,8
train,bremen,bremen_000294_000019,3,MotionBlur,25.0,18.99156498173033,8
train,bremen,bremen_000295_000019,0,Clean,,,16
train,bremen,bremen_000295_000019,1,SevereJPEG,80.0,30.652256073346518,16
train,bremen,bremen_000295_000019,2,SevereJPEG,60.0,29.01197368240945,16
train,bremen,bremen_000295_000019,3,SevereJPEG,40.0,27.918059590292703,16
train,bremen,bremen_000296_000019,0,Clean,,,8
train,bremen,bremen_000296_000019,1,SevereJPEG,20.0,24.353121004762826,8
train,bremen,bremen_000296_000019,2,SevereJPEG,5.0,17.368646950773787,8
train,bremen,bremen_000296_000019,3,GaussNoise,5.0,24.851416579006745,8
train,bremen,bremen_000297_000019,0,Clean,,,5
train,bremen,bremen_000297_000019,1,GaussNoise,10.0,17.61704915900149,5
train,bremen,bremen_000297_000019,2,GaussNoise,20.0,11.760689090820563,5
train,bremen,bremen_000297_000019,3,GaussNoise,35.0,7.277584880697686,5
train,bremen,bremen_000298_000019,0,Clean,,,11
train,bremen,bremen_000298_000019,1,GaussNoise,50.0,6.0597649476677145,11
train,bremen,bremen_000298_000019,2,LowLight,0.8,13.845270924604469,11
train,bremen,bremen_000298_000019,3,LowLight,0.6,7.892239117792088,11
train,bremen,bremen_000299_000019,0,Clean,,,8
train,bremen,bremen_000299_000019,1,LowLight,0.4,4.3729486246647795,8
train,bremen,bremen_000299_000019,2,LowLight,0.25,2.4440474554417517,8
train,bremen,bremen_000299_000019,3,LowLight,0.1,0.8640235392442739,8
train,bremen,bremen_000300_000019,0,Clean,,,19
train,bremen,bremen_000300_000019,1,MotionBlur,3.0,33.6382974952169,19
